year,month,day,hour,minute,second,station,bottle,niskin,latitude,longitude,depth,pressure,salinity,temperature,oxygen,phosphate,nitrite,silicate,nitrate,density,alkalinity,dic_corrected,TA_only,DIC_only
2022.0,3.0,6.0,21.0,11.0,24.0,SO289_17-2,40464,11.0,-31.4276,-102.99882,1297.5,1310.6,34.5046,3.3443,129.47,2.668139954207406,0.0048849138670952,68.62717793604726,37.16051676976672,1.0235595009525154,2330.530150358263,2276.294654548112,,
2022.0,3.0,6.0,21.0,17.0,24.0,SO289_17-2,40465,12.0,-31.42752,-102.99882,999.4,1008.8,34.3471,4.2224,171.4,2.369459670977523,0.0048854838576856,37.4276918337295,34.05182248806873,1.0234400820164893,,,,
2022.0,3.0,6.0,21.0,22.0,0.0,SO289_17-2,40466,13.0,-31.42748,-102.9987,799.6,806.8,34.2678,5.2067,227.62,1.923039416328256,0.0078172333997083,15.358909322076997,27.60460544272014,1.0233799595005646,,,,
2022.0,3.0,6.0,21.0,24.0,31.0,SO289_17-2,40467,14.0,-31.42748,-102.9987,699.8,705.9,34.2652,5.6328,240.99,1.7725610876054627,0.0097715605711436,10.695950201173869,25.81450871684736,1.0233779883154923,,,,
2022.0,3.0,6.0,21.0,26.0,58.0,SO289_17-2,40468,15.0,-31.42748,-102.99868,600.4,605.5,34.2806,6.0416,246.11,1.682643533394869,0.00781715927245,8.428851985519245,24.26543952659395,1.0233896638379052,,,,
2022.0,3.0,6.0,21.0,31.0,32.0,SO289_17-2,40469,16.0,-31.42744,-102.99868,401.0,404.2,34.2876,7.6859,214.72,1.631823535822032,0.0107485382599056,5.869679029750268,22.80448962815245,1.0233949709266428,2266.661428599537,2156.50356502395,,
2022.0,3.0,6.0,21.0,33.0,14.0,SO289_17-2,40470,17.0,-31.42746,-102.9987,351.3,354.1,34.2946,8.9197,222.03,1.367988684434047,0.0127027520697447,3.093608696370138,18.87335817131687,1.023400278036069,,,,
2022.0,3.0,6.0,21.0,36.0,38.0,SO289_17-2,40471,18.0,-31.4275,-102.99876,201.4,202.9,34.614,15.1245,240.58,0.3135860555080736,0.4024842830820135,,0.912427962132526,1.0236424559118684,2292.00722387378,2068.3755702023595,,
2022.0,3.0,6.0,21.0,39.0,5.0,SO289_17-2,40472,19.0,-31.42752,-102.99876,102.1,102.8,34.8247,16.5846,248.14,0.192419973953043,0.0136745159154446,,0.0498143079776913,1.0238022381609648,2294.114093254846,2056.249924504676,,
2022.0,3.0,6.0,21.0,39.0,7.0,SO289_17-2,40473,20.0,-31.42752,-102.99876,101.7,102.4,34.8283,16.6073,248.11,0.1836287240362689,0.0107442338531859,,,1.023804968349438,,,,
2022.0,3.0,6.0,21.0,40.0,33.0,SO289_17-2,40474,21.0,-31.42752,-102.99874,62.2,62.6,34.9558,18.2375,254.81,0.1552883497171827,0.0107432191628239,,,1.0239016660913522,,,,
2022.0,3.0,6.0,21.0,42.0,2.0,SO289_17-2,40475,22.0,-31.42752,-102.99876,32.6,32.8,35.2967,22.7519,221.62,0.1493906846845694,0.0107405067420278,0.0537025337101393,,1.024160243478711,,,,
2022.0,3.0,6.0,21.0,43.0,5.0,SO289_17-2,40476,23.0,-31.42752,-102.99876,17.3,17.4,35.2727,22.8828,221.38,0.1503697674337444,0.0107406976738388,0.048821353062904,,1.024142037513326,,,,
2022.0,3.0,6.0,21.0,43.0,52.0,SO289_17-2,40477,24.0,-31.42754,-102.99878,7.8,7.8,35.2726,22.8993,220.54,0.1503697785715561,0.0107406984693968,0.060538482282055,,1.024141961655655,2321.170866842139,2061.994563830729,,
2022.0,3.0,7.0,14.0,41.0,31.0,SO289_18-2,40478,1.0,-31.43038,-106.0002,3396.5,3448.1,34.6951,1.8032,167.68,2.366895222039774,0.0078147592968709,115.37612941408986,33.952198610167734,1.0237039550537752,,,,
2022.0,3.0,7.0,14.0,41.0,33.0,SO289_18-2,40479,2.0,-31.43038,-106.0002,3396.2,3447.8,34.695,1.8032,167.17,2.3971775918909946,0.0078147598757652,115.72877900020778,34.111426857715365,1.0237038792208055,2394.0954242638054,2297.154425716567,,
2022.0,3.0,7.0,14.0,47.0,45.0,SO289_18-2,40480,3.0,-31.43042,-106.00018,3093.4,3138.1,34.6918,1.7893,166.92,2.405974900027166,0.0087916257004646,116.04164446773328,34.11248456510299,1.0237014525680173,,,,
2022.0,3.0,7.0,14.0,54.0,8.0,SO289_18-2,40481,4.0,-31.43038,-106.00016,2794.2,2832.6,34.6878,1.7766,166.04,2.4118431303129366,0.0097685019453743,116.69647793983154,34.166312404141465,1.0236984192581575,,,,
2022.0,3.0,7.0,14.0,54.0,10.0,SO289_18-2,40482,5.0,-31.43038,-106.00016,2794.3,2832.7,34.6878,1.7766,166.08,2.417704231480162,0.0078148015562995,116.2256361460645,34.05104408118605,1.0236984192581575,,,,
2022.0,3.0,7.0,14.0,58.0,40.0,SO289_18-2,40483,6.0,-31.43032,-106.00008,2594.1,2628.6,34.6829,1.7849,164.51,2.4323658133397306,0.0136759523641591,116.4018916938001,34.29733482183049,1.0236947034628543,,,,
2022.0,3.0,7.0,14.0,58.0,42.0,SO289_18-2,40484,7.0,-31.43032,-106.00008,2594.5,2628.9,34.6829,1.7848,164.82,2.429435252118839,0.0078148299223766,116.28076183000326,34.33347841022148,1.0236947034628543,,,,
2022.0,3.0,7.0,15.0,2.0,58.0,SO289_18-2,40485,8.0,-31.4303,-106.00008,2396.3,2427.0,34.6762,1.8301,163.11,2.442146471516403,0.0068380101202459,114.24263507894874,34.568094875020385,1.0236896226980496,,,,
2022.0,3.0,7.0,15.0,3.0,0.0,SO289_18-2,40486,9.0,-31.4303,-106.00009,2396.3,2426.9,34.6762,1.8299,163.1,2.443123330105009,0.0058611515316393,114.17034754339186,34.23400923771694,1.0236896226980496,,,,
2022.0,3.0,7.0,15.0,7.0,24.0,SO289_18-2,40487,10.0,-31.43032,-106.0002,2196.6,2223.7,34.6646,1.9412,160.42,2.4519361267409963,0.0068380688793573,110.75229417102013,34.786233256273654,1.0236808261951666,,,,
2022.0,3.0,7.0,15.0,7.0,26.0,SO289_18-2,40488,11.0,-31.43032,-106.00022,2196.6,2223.6,34.6645,1.9413,160.21,2.458774377760108,0.0058612023307749,110.45338105639954,34.62602963610837,1.023680750363494,,,,
2022.0,3.0,7.0,15.0,11.0,41.0,SO289_18-2,40489,12.0,-31.43036,-106.00012,1996.4,2020.0,34.6443,2.1083,156.4,2.4793256854622463,0.0068381717093127,105.34594270865377,34.93426549953326,1.0236654324527816,,,,
2022.0,3.0,7.0,15.0,16.0,18.0,SO289_18-2,40490,13.0,-31.43034,-106.00004,1798.0,1818.4,34.6148,2.3477,148.23,2.539947854018281,0.0068383211454338,100.6454337154744,35.97152303102352,1.0236430625481994,,,,
2022.0,3.0,7.0,15.0,16.0,20.0,SO289_18-2,40491,14.0,-31.43036,-106.00004,1798.0,1818.4,34.6146,2.3487,148.01,2.541902036658485,0.0078152253240845,99.96845473302692,35.503591744150384,1.023642910889091,,,,
2022.0,3.0,7.0,15.0,22.0,32.0,SO289_18-2,40492,15.0,-31.43026,-105.99998,1497.9,1513.8,34.5648,2.87,130.22,2.680721179018696,0.0068385744362721,90.24280520025287,37.48222648520783,1.0236051482998574,,,,
2022.0,3.0,7.0,15.0,27.0,11.0,SO289_18-2,40493,16.0,-31.4303,-106.0,1298.5,1311.7,34.5132,3.2871,124.47,2.7032941117389018,0.0048848827461852,76.89293930770157,37.79433780723505,1.023566021908034,,,,
2022.0,3.0,7.0,15.0,33.0,19.0,SO289_18-2,40494,17.0,-31.43028,-106.00008,999.4,1008.8,34.3297,4.1318,183.0,2.3216118551181606,0.0048855468331611,34.901369466736355,33.44059096362118,1.0234268897111016,,,,
2022.0,3.0,7.0,15.0,38.0,43.0,SO289_18-2,40495,18.0,-31.4303,-106.0001,750.5,757.1,34.2639,5.3768,231.56,1.8790729075222088,0.0048857849909573,13.22288849952706,27.08776914686592,1.0233770027240263,,,,
2022.0,3.0,7.0,15.0,46.0,57.0,SO289_18-2,40496,19.0,-31.43034,-106.00016,351.2,354.0,34.3013,9.16,220.8,1.3572334652401254,0.0078170393966313,3.038874065440454,18.50195512190193,1.0234053577173283,2267.520223563185,2138.8237924442856,,
2022.0,3.0,7.0,15.0,50.0,13.0,SO289_18-2,40497,20.0,-31.43034,-106.00014,202.4,203.9,34.6214,14.8724,234.29,0.4122510592040244,0.2666932207646887,0.1895182594445041,2.709915730407497,1.0236480673083022,,,,
2022.0,3.0,7.0,15.0,52.0,42.0,SO289_18-2,40498,21.0,-31.43034,-106.00014,117.0,117.8,35.0333,17.4494,244.74,0.1845774420660331,0.0068362015580012,0.1005898229248751,0.0380874086802925,1.0239604465446257,,,,
2022.0,3.0,7.0,15.0,55.0,14.0,SO289_18-2,40499,22.0,-31.43032,-106.00012,62.8,63.2,35.2133,19.0136,248.75,0.1591646136763738,0.0039058800902177,0.1113175825712062,,1.024096978813548,2313.2002527594723,2061.081508015463,,
2022.0,3.0,7.0,15.0,56.0,51.0,SO289_18-2,40500,23.0,-31.4303,-106.0001,33.2,33.4,35.3498,23.1389,220.06,0.1562194082950732,0.0029291139055326,0.0917789023733555,,1.0242005250575896,,,,
2022.0,3.0,7.0,15.0,58.0,12.0,SO289_18-2,40501,24.0,-31.43028,-106.00012,18.0,18.1,35.3494,23.144,220.09,0.1542667113965911,,0.1191173341163552,,1.0242002216136652,,,,
2022.0,3.0,8.0,8.0,44.0,14.0,SO289_19-1,40502,1.0,-31.42986,-108.00006,2995.5,3038.1,34.6894,1.787,165.0,2.384488498686823,,116.93762133932852,35.072787815178906,1.0236996325812846,,,,
2022.0,3.0,8.0,8.0,44.0,16.0,SO289_19-1,40503,2.0,-31.42986,-108.00006,2996.1,3038.8,34.6894,1.787,164.88,2.424539309193239,,116.81160781358884,34.0265824968284,1.0236996325812846,,,,
2022.0,3.0,8.0,8.0,44.0,19.0,SO289_19-1,40504,3.0,-31.42986,-108.00006,2996.7,3039.4,34.6893,1.7871,165.79,2.422585790577949,,117.36353621330151,33.69152577299737,1.0236995567485572,,,,
2022.0,3.0,8.0,8.0,44.0,21.0,SO289_19-1,40505,4.0,-31.42987,-108.00006,2996.1,3038.7,34.6895,1.7871,165.13,2.4284465254478547,,117.57158765480808,34.44760187988461,1.0236997084140165,,,,
2022.0,3.0,8.0,8.0,44.0,24.0,SO289_19-1,40506,5.0,-31.42988,-108.00006,2995.4,3038.0,34.6893,1.7871,165.33,2.43235428166899,,117.35767511864688,34.28447318222351,1.0236995567485572,2388.310308298157,2299.7619582684074,,
2022.0,3.0,8.0,8.0,56.0,37.0,SO289_19-1,40507,6.0,-31.43,-107.99996,2697.2,2733.6,34.6838,1.7846,163.79,2.4548318127422064,,118.04390413194626,34.657770745833965,1.0236953859551037,,,,
2022.0,3.0,8.0,8.0,56.0,39.0,SO289_19-1,40508,7.0,-31.43,-107.99996,2696.6,2733.1,34.6838,1.7849,163.64,2.444086428762833,,118.26564978315696,34.20451091252223,1.0236953859551037,,,,
2022.0,3.0,8.0,8.0,56.0,41.0,SO289_19-1,40509,8.0,-31.43,-107.99994,2696.9,2733.4,34.6838,1.7847,163.29,2.4431095756737995,,117.52812570093636,34.45067789095878,1.0236953859551037,,,,
2022.0,3.0,8.0,8.0,56.0,44.0,SO289_19-1,40510,9.0,-31.43,-107.99994,2697.5,2734.0,34.6838,1.785,163.61,2.4460401349409016,,117.78210750408518,34.47119180582848,1.0236953859551037,,,,
2022.0,3.0,8.0,9.0,4.0,19.0,SO289_19-1,40511,10.0,-31.42998,-107.99988,2497.4,2530.0,34.6778,1.795,162.05,2.459727010750859,,117.8050987245872,34.760494817537165,1.0236908360132828,,,,
2022.0,3.0,8.0,9.0,4.0,22.0,SO289_19-1,40512,11.0,-31.42998,-107.99988,2498.4,2530.9,34.6778,1.7951,161.75,2.467541870197248,,117.2590354207708,34.62471163465616,1.0236908360132828,,,,
2022.0,3.0,8.0,9.0,4.0,24.0,SO289_19-1,40513,12.0,-31.42998,-107.9999,2498.6,2531.2,34.6778,1.7952,162.0,2.4567964384584635,,117.59116694724231,34.53972503817668,1.0236908360132828,2384.5648765006044,2299.5830219800214,,
2022.0,3.0,8.0,9.0,11.0,43.0,SO289_19-1,40514,13.0,-31.42988,-107.99998,2299.3,2328.1,34.6699,1.8677,160.24,2.46462572112235,,115.24933727796024,35.0547340477509,1.023684845279902,,,,
2022.0,3.0,8.0,9.0,11.0,45.0,SO289_19-1,40515,14.0,-31.42988,-107.99998,2298.9,2327.7,34.6704,1.8637,160.12,2.4675553966143973,,115.22878047262118,34.610248496456094,1.023685224439456,,,,
2022.0,3.0,8.0,9.0,11.0,47.0,SO289_19-1,40516,15.0,-31.4299,-107.99998,2298.6,2327.4,34.6704,1.8637,160.18,2.4685322594000723,,114.62605613385986,34.95898851094198,1.023685224439456,,,,
2022.0,3.0,8.0,9.0,16.0,8.0,SO289_19-1,40517,16.0,-31.42992,-107.99996,2098.5,2123.8,34.6557,2.0096,157.85,2.4783278745875754,,109.56710001640404,34.3244014699975,1.0236740771929491,,,,
2022.0,3.0,8.0,9.0,25.0,31.0,SO289_19-1,40518,17.0,-31.42994,-107.99992,1700.3,1719.2,34.5942,2.5054,146.71,2.5624557265849486,,94.55100171464896,36.44196948867645,1.023627441749302,,,,
2022.0,3.0,8.0,9.0,29.0,53.0,SO289_19-1,40519,18.0,-31.42996,-107.99994,1500.8,1516.7,34.5586,2.8916,131.42,2.6719409980691777,,88.94486150940045,37.14535306346848,1.0236004470070224,,,,
2022.0,3.0,8.0,9.0,33.0,38.0,SO289_19-1,40520,19.0,-31.42992,-107.99996,1349.9,1363.7,34.5204,3.2167,125.76,2.7042566645028323,0.0107466847216514,79.6544271568804,37.37110763387368,1.0235714813367711,,,,
2022.0,3.0,8.0,9.0,33.0,40.0,SO289_19-1,40521,20.0,-31.42992,-107.99996,1349.9,1363.8,34.5209,3.2136,125.64,2.7052326338310966,,79.82439060303489,39.80668243605923,1.0235718604645831,,,,
2022.0,3.0,8.0,9.0,33.0,42.0,SO289_19-1,40522,21.0,-31.42992,-107.99995,1350.7,1364.6,34.5213,3.2115,125.8,2.7071857735973177,,79.87419245470801,37.72865398945551,1.023572163766909,,,,
2022.0,3.0,8.0,9.0,33.0,44.0,SO289_19-1,40523,22.0,-31.42992,-107.99994,1351.4,1365.3,34.521,3.2151,125.62,2.711094258853687,,79.59479652723198,37.95629659485571,1.0235719362901583,,,,
2022.0,3.0,8.0,9.0,41.0,1.0,SO289_19-1,40524,23.0,-31.4299,-108.0,1100.4,1111.1,34.3901,3.7383,158.5,2.4954256614061374,,49.22652140679876,35.41374436087136,1.0234726842397126,2305.9219630748494,2236.8495854782896,,
2022.0,3.0,8.0,9.0,51.0,35.0,SO289_19-1,40525,24.0,-31.42984,-108.00004,700.7,706.8,34.2783,5.7308,234.95,1.817492627669548,,11.175625367019686,26.4249748011116,1.023387920084692,2274.8491757383395,2161.2474561300546,,
2022.0,3.0,8.0,13.0,4.0,19.0,SO289_19-4,40526,1.0,-31.42994,-107.9999,749.1,755.7,34.276,5.5134,231.47,1.8556045058212336,0.0117257788677487,12.4449599716373,26.77874748922112,1.0233861763337122,,,,
2022.0,3.0,8.0,13.0,4.0,21.0,SO289_19-4,40527,2.0,-31.42994,-107.9999,749.0,755.6,34.2765,5.5222,231.97,1.8546266706033996,,12.363852088063654,27.498895555385072,1.0233865554098225,,,,
2022.0,3.0,8.0,13.0,4.0,22.0,SO289_19-4,40528,3.0,-31.42994,-107.99989,749.0,755.6,34.2757,5.5234,232.07,1.853650621313572,,12.357996524909195,26.662472774466067,1.0233859488880968,,,,
2022.0,3.0,8.0,13.0,4.0,24.0,SO289_19-4,40529,4.0,-31.42994,-107.99988,748.9,755.5,34.276,5.5219,232.3,1.84876446814838,,12.328679331198792,26.578432100230412,1.0233861763337122,,,,
2022.0,3.0,8.0,13.0,7.0,32.0,SO289_19-4,40530,5.0,-31.42996,-107.9999,600.5,605.6,34.2928,6.0786,242.07,1.7148738161712624,,8.961314967582135,24.16359806273456,1.0233989133488115,2288.150330011043,2310.9626678311342,,
2022.0,3.0,8.0,13.0,11.0,35.0,SO289_19-4,40531,6.0,-31.42998,-107.99988,401.8,405.0,34.2974,7.5949,230.24,1.5555953343692703,0.0068399292340357,4.978491349630296,21.53014296324906,1.0234024008856328,,,,
2022.0,3.0,8.0,13.0,13.0,9.0,SO289_19-4,40532,7.0,-31.42999,-107.99986,351.6,354.4,34.3469,8.9665,220.32,1.3601189074995947,,3.322129515444413,18.551162053008124,1.0234399303800683,,,,
2022.0,3.0,8.0,13.0,13.0,10.0,SO289_19-4,40533,8.0,-31.43,-107.99986,350.3,353.0,34.3449,8.9349,220.23,1.3591438243368332,,3.268394027610861,18.799372523537507,1.0234384140167876,,,,
2022.0,3.0,8.0,13.0,13.0,12.0,SO289_19-4,40534,9.0,-31.43,-107.99986,349.1,351.8,34.3458,8.9478,219.95,1.3415551593215034,,3.2351705262297874,18.55215426805345,1.0234390963800548,2296.9003569473502,2265.300263167897,,
2022.0,3.0,8.0,13.0,13.0,14.0,SO289_19-4,40535,10.0,-31.42999,-107.99986,348.8,351.5,34.3504,8.9974,220.07,1.3366651157183338,,3.120839458775116,18.51300727157549,1.0234425840198775,,,,
2022.0,3.0,8.0,13.0,13.0,15.0,SO289_19-4,40536,11.0,-31.42998,-107.99986,349.5,352.2,34.3525,9.0502,219.54,1.3435026862890702,,3.229291911407547,18.39475023423857,1.023444176206249,,,,
2022.0,3.0,8.0,13.0,14.0,43.0,SO289_19-4,40537,12.0,-31.43,-107.99986,300.8,303.1,34.4582,10.8402,215.83,1.045407500817507,,1.6833991812229576,13.67138986816764,1.0235243186635468,,,,
2022.0,3.0,8.0,13.0,17.0,3.0,SO289_19-4,40538,13.0,-31.43,-107.99988,200.5,202.0,34.7757,14.857,222.24,0.4835093623803499,0.0273500245386864,0.2783841783402014,4.435587908220544,1.023765077811691,,,,
2022.0,3.0,8.0,13.0,17.0,4.0,SO289_19-4,40539,14.0,-31.43,-107.99988,201.2,202.7,34.7711,14.8894,222.01,0.4756966905870907,0.02539653789582,0.2705708075823904,4.256850467307067,1.0237615893416434,,,,
2022.0,3.0,8.0,13.0,17.0,6.0,SO289_19-4,40540,15.0,-31.43,-107.99988,201.7,203.2,34.7713,14.885,220.46,0.4708126712398576,0.030280483005053,0.2520117617839902,4.178706654697327,1.0237617410140665,2301.48883319166,2087.1230773004904,,
2022.0,3.0,8.0,13.0,18.0,33.0,SO289_19-4,40541,16.0,-31.43002,-107.9999,151.4,152.5,34.9222,16.424,239.69,0.2207298146148003,,,,1.0238761827186635,,,,
2022.0,3.0,8.0,13.0,20.0,1.0,SO289_19-4,40542,17.0,-31.43004,-107.9999,102.9,103.6,35.1878,18.2561,243.81,0.1601441084652825,,,,1.024077635897254,2316.065124686196,2056.2100334410284,,
2022.0,3.0,8.0,13.0,20.0,3.0,SO289_19-4,40543,18.0,-31.43004,-107.9999,101.6,102.4,35.1851,18.2432,244.91,0.1591679383196564,,,,1.0240755878401069,,,,
2022.0,3.0,8.0,13.0,20.0,4.0,SO289_19-4,40544,19.0,-31.43004,-107.9999,100.6,101.3,35.1833,18.2518,244.98,0.1523327084863782,,,,1.0240742224704136,,,,
2022.0,3.0,8.0,13.0,20.0,6.0,SO289_19-4,40545,20.0,-31.43004,-107.9999,100.1,100.8,35.1849,18.2437,243.92,0.1542855090800057,,,,1.0240754361322946,,,,
2022.0,3.0,8.0,13.0,20.0,8.0,SO289_19-4,40546,21.0,-31.43004,-107.9999,100.3,101.0,35.1873,18.2634,244.86,0.1542852348077497,,,,1.024077256627176,,,,
2022.0,3.0,8.0,13.0,21.0,59.0,SO289_19-4,40547,22.0,-31.43006,-107.9999,61.7,62.1,35.4082,20.0056,242.69,0.1415677150128215,,,,1.024244828609882,,,,
2022.0,3.0,8.0,13.0,23.0,48.0,SO289_19-4,40548,23.0,-31.43003,-107.99994,22.0,22.1,35.5306,23.8825,216.31,0.1405786407926898,,,,1.0243376887699147,,,,
2022.0,3.0,8.0,13.0,24.0,52.0,SO289_19-4,40549,24.0,-31.43,-107.99994,7.3,7.4,35.5309,23.8795,216.19,0.1415548499004644,,,,1.0243379163762882,2346.870437153144,2141.8789661234614,,
2022.0,2.0,23.0,22.0,20.0,30.0,SO289_2-2,40025,1.0,-33.09024,-71.8253,156.1,157.3,34.6788,11.1185,6.8,2.7869721855545277,0.0380974115796097,26.64572040146191,24.44583909691624,1.0236915943358564,,,,
2022.0,2.0,23.0,22.0,20.0,32.0,SO289_2-2,40026,2.0,-33.09024,-71.8253,156.2,157.3,34.6788,11.1183,6.75,2.805532462990747,0.0410279817011181,26.847929739845995,24.722289545045204,1.0236915943358564,,,,
2022.0,2.0,23.0,22.0,20.0,35.0,SO289_2-2,40027,3.0,-33.09024,-71.8253,156.4,157.6,34.6789,11.1181,6.74,2.815300821512637,0.0410279786618774,26.94170598796618,24.42239272679994,1.0236916701681371,2283.39768313919,2287.559053018068,,
2022.0,2.0,23.0,22.0,23.0,19.0,SO289_2-2,40028,4.0,-33.09022,-71.82528,126.3,127.2,34.6723,11.1656,7.48,2.824106338537885,0.0400513178415957,26.75525717959672,24.52508257880738,1.02368666524673,,,,
2022.0,2.0,23.0,22.0,25.0,29.0,SO289_2-2,40029,5.0,-33.09022,-71.82526,101.0,101.7,34.6994,11.4708,5.58,2.7957212331968764,0.0312589376178546,26.20182761636611,23.54970212785125,1.0237072158755025,,,,
2022.0,2.0,23.0,22.0,28.0,5.0,SO289_2-2,40030,6.0,-33.0902,-71.82524,71.4,72.0,34.549,11.4329,39.26,2.65925964153732,0.0381010749522246,20.62733580875054,25.11056229479564,1.0235931676180403,,,,
2022.0,2.0,23.0,22.0,29.0,16.0,SO289_2-2,40031,7.0,-33.0902,-71.82524,61.3,61.7,34.4529,11.3674,69.73,2.49726361056321,0.0390808076770455,16.399283921480237,25.256948981482605,1.0235203000549642,,,,
2022.0,2.0,23.0,22.0,30.0,29.0,SO289_2-2,40032,8.0,-33.09018,-71.82522,51.7,52.1,34.4956,11.6793,68.34,2.526494296571858,0.0244247321787689,16.475947338510373,25.110578658348768,1.023552676730315,,,,
2022.0,2.0,23.0,22.0,32.0,37.0,SO289_2-2,40033,9.0,-33.0902,-71.82522,26.8,27.0,34.2526,12.1937,161.18,2.036412231725041,0.7231022319944962,8.001028480501263,21.1546489465525,1.0233684356897856,,,,
2022.0,2.0,23.0,22.0,33.0,49.0,SO289_2-2,40034,10.0,-33.09018,-71.82524,16.6,16.7,34.2221,12.211,170.09,1.766754562542349,0.5462476772462241,5.253358699240967,18.488382922179888,1.023345312547714,,,,
2022.0,2.0,23.0,22.0,35.0,8.0,SO289_2-2,40035,11.0,-33.09018,-71.82524,6.7,6.8,34.2764,14.6076,288.36,1.1637832077592103,0.4231050620988565,2.156565524369922,11.781472826156843,1.023386479594592,,,,
2022.0,2.0,23.0,22.0,35.0,10.0,SO289_2-2,40036,12.0,-33.09018,-71.82524,6.7,6.7,34.2687,14.6475,284.4,1.2517336635405425,0.425061782701121,2.207389809475477,12.00433103559373,1.0233806418345237,,,,
2022.0,2.0,23.0,22.0,35.0,12.0,SO289_2-2,40037,13.0,-33.09018,-71.82524,6.8,6.9,34.271,14.4968,277.68,1.113953118663139,0.424083906578774,2.2621065523729533,12.032647985278857,1.0233823855784163,2266.4637296287383,2131.5191403508584,,
2022.0,2.0,23.0,22.0,35.0,14.0,SO289_2-2,40038,14.0,-33.09018,-71.82524,7.1,7.1,34.2766,14.4242,278.54,1.0914740977834372,0.4289678862371789,2.001198703903741,11.44435508794952,1.0233866312250568,,,,
2022.0,3.0,8.0,23.0,32.0,39.0,SO289_20-2,40550,1.0,-31.43018,-110.00024,2644.4,2679.8,34.6762,1.8197,161.89,2.420655582567059,,117.38128172414162,34.71266994613415,1.0236896226980496,,,,
2022.0,3.0,8.0,23.0,32.0,40.0,SO289_20-2,40551,2.0,-31.43018,-110.00024,2644.2,2679.6,34.6762,1.8196,162.55,2.4685216534087804,,117.4701758557048,35.0174498257794,1.0236896226980496,2389.1389007962484,2297.6219735309605,,
2022.0,3.0,8.0,23.0,36.0,23.0,SO289_20-2,40552,3.0,-31.43014,-110.00024,2495.3,2527.8,34.6736,1.8232,161.79,2.464618965931473,,116.98392559061574,34.79479308264492,1.023687651063118,,,,
2022.0,3.0,8.0,23.0,36.0,25.0,SO289_20-2,40553,4.0,-31.43015,-110.00024,2495.5,2528.0,34.6736,1.8232,161.88,2.456804082171088,,117.51924512820212,34.99016517665455,1.023687651063118,,,,
2022.0,3.0,8.0,23.0,39.0,3.0,SO289_20-2,40554,5.0,-31.43012,-110.00022,2395.8,2426.4,34.6703,1.8417,161.1,2.4714630308366017,,116.64719387833938,35.3184766323705,1.023685148607537,,,,
2022.0,3.0,8.0,23.0,39.0,4.0,SO289_20-2,40555,6.0,-31.43014,-110.00022,2396.7,2427.4,34.6703,1.8416,161.23,2.4792779337009074,,116.5807672039928,34.94043070630972,1.023685148607537,,,,
2022.0,3.0,8.0,23.0,41.0,28.0,SO289_20-2,40556,7.0,-31.43014,-110.00024,2296.7,2325.6,34.6669,1.8671,160.57,2.4822147740522222,,115.47134182668913,33.91774072013664,1.0236825703248114,,,,
2022.0,3.0,8.0,23.0,41.0,29.0,SO289_20-2,40557,8.0,-31.43014,-110.00024,2296.3,2325.1,34.667,1.867,160.94,2.475376533453895,,115.51236161320294,35.044063836276656,1.0236826461565858,,,,
2022.0,3.0,8.0,23.0,44.0,10.0,SO289_20-2,40558,9.0,-31.43014,-110.00026,2195.9,2223.0,34.662,1.9164,160.2,2.476362570815492,,113.62840941802258,34.94259927340046,1.0236788545730595,,,,
2022.0,3.0,8.0,23.0,44.0,12.0,SO289_20-2,40559,10.0,-31.43014,-110.00026,2195.7,2222.7,34.6621,1.915,160.48,2.4695243058297263,,113.907785475188,33.95888981153433,1.0236789304046257,,,,
2022.0,3.0,8.0,23.0,48.0,18.0,SO289_20-2,40560,11.0,-31.43014,-110.00026,1996.4,2020.1,34.6454,2.0806,159.01,2.4734623799118016,,106.70372128569754,0.0,1.023666266591969,,,,
2022.0,3.0,8.0,23.0,52.0,33.0,SO289_20-2,40561,12.0,-31.43012,-110.00026,1796.3,1816.6,34.6134,2.3303,157.38,2.483290054216829,,96.17815594718932,34.30007753485723,1.0236420009347988,,,,
2022.0,3.0,8.0,23.0,52.0,35.0,SO289_20-2,40562,13.0,-31.43012,-110.00026,1795.8,1816.2,34.6133,2.3317,157.11,2.5116204572565954,,96.37061318082688,35.09234930593987,1.023641925105302,,,,
2022.0,3.0,8.0,23.0,58.0,48.0,SO289_20-2,40563,14.0,-31.4301,-110.00026,1497.2,1513.1,34.5512,2.9061,137.27,2.647531919073304,,86.01743279654879,36.80264757321419,1.023594835807895,,,,
2022.0,3.0,9.0,0.0,3.0,24.0,SO289_20-2,40564,15.0,-31.43012,-110.00026,1297.7,1310.9,34.4945,3.3474,131.71,2.689653699262218,,72.46921641717194,37.78997642116332,1.0235518426610672,,,,
2022.0,3.0,9.0,0.0,9.0,4.0,SO289_20-2,40565,16.0,-31.43006,-110.0003,998.3,1007.7,34.3277,4.2252,184.62,2.3352948463139045,,33.86861504725211,33.17682059068716,1.0234253733623588,,,,
2022.0,3.0,9.0,0.0,14.0,46.0,SO289_20-2,40566,17.0,-31.43008,-110.0003,749.0,755.6,34.2723,5.5529,234.4,1.849746686648629,,11.515723561623926,27.0836919777285,1.023383371173778,,,,
2022.0,3.0,9.0,0.0,22.0,43.0,SO289_20-2,40567,18.0,-31.43014,-110.0003,349.5,352.2,34.3603,9.2387,223.29,1.2760759051048751,,2.142752266382076,17.399969156284545,1.0234500900576644,2271.136828384489,2135.099220230434,,
