year,month,day,hour,minute,second,station,bottle,niskin,latitude,longitude,depth,pressure,salinity,temperature,oxygen,phosphate,nitrite,silicate,nitrate,density,alkalinity,dic_corrected,TA_only,DIC_only
2022.0,3.0,15.0,19.0,16.0,36.0,SO289_29-2,40818,6.0,-31.43018,-131.00052,2295.7,2324.5,34.656,1.9238,156.51,2.552569687484065,0.0078149856486308,119.05056075162476,35.598236502719786,1.0236743046868575,2391.015012595772,2303.4189253545314,,
2022.0,3.0,15.0,19.0,20.0,20.0,SO289_29-2,40819,7.0,-31.43022,-131.00054,2147.0,2173.2,34.6469,2.012,155.39,2.5398874572931884,,116.34540626006208,35.65025110248369,1.0236674040553255,,,,
2022.0,3.0,15.0,19.0,23.0,40.0,SO289_29-2,40820,8.0,-31.43024,-131.00054,1997.7,2021.4,34.6362,2.1053,155.1,2.546745802076971,0.0068382127405212,112.42314811677178,35.63490347839039,1.0236592901709662,,,,
2022.0,3.0,15.0,19.0,27.0,46.0,SO289_29-2,40821,9.0,-31.43024,-131.00054,1797.6,1818.0,34.6166,2.2549,156.36,2.5458058775477768,,104.49038467704828,35.379472625199654,1.0236444274809375,,,,
2022.0,3.0,15.0,19.0,33.0,42.0,SO289_29-2,40822,10.0,-31.4302,-131.00044,1497.5,1513.4,34.5512,2.6418,163.46,2.4882892243098547,,83.2849063103318,35.026554204625526,1.023594835807895,,,,
2022.0,3.0,15.0,19.0,37.0,13.0,SO289_29-2,40823,11.0,-31.42998,-131.00052,1348.1,1362.0,34.4906,2.9576,169.21,2.451275200938148,,68.81058735642675,34.67054725216902,1.0235488855105943,2340.7173224655166,2253.801099816645,,
2022.0,3.0,15.0,19.0,44.0,5.0,SO289_29-2,40824,12.0,-31.43005,-131.00064,999.2,1008.6,34.3274,4.4254,195.94,2.2209733746364866,0.0068397772206139,31.323248337317136,31.79421585450798,1.023425145910193,,,,
2022.0,3.0,15.0,19.0,47.0,39.0,SO289_29-2,40825,13.0,-31.43012,-131.00062,849.1,856.8,34.2966,5.244,220.36,1.9874891867648687,,17.432058550582724,28.1668452790974,1.0234017943568483,,,,
2022.0,3.0,15.0,19.0,51.0,0.0,SO289_29-2,40826,14.0,-31.43012,-131.0006,700.1,706.2,34.3062,6.0154,237.29,1.7793471335562745,,10.128892029898044,25.13559893662911,1.0234090727201028,,,,
2022.0,3.0,15.0,19.0,53.0,30.0,SO289_29-2,40827,15.0,-31.43012,-131.00058,599.9,604.9,34.3301,6.5326,241.62,1.6689023036655042,,7.811009962237729,23.741796355072847,1.023427192981053,,,,
2022.0,3.0,15.0,19.0,57.0,48.0,SO289_29-2,40828,16.0,-31.43008,-131.00052,402.1,405.3,34.4159,8.5137,227.32,1.3854526066146535,,4.184692182038479,19.31035635904938,1.0234922459490516,2273.0393571277423,2142.729397395556,,
2022.0,3.0,15.0,19.0,59.0,24.0,SO289_29-2,40829,17.0,-31.43006,-131.00052,351.1,353.8,34.4959,9.7347,222.11,1.1880187091510026,,2.809820565393325,16.100779874020166,1.0235529042038352,,,,
2022.0,3.0,15.0,20.0,3.0,26.0,SO289_29-2,40830,18.0,-31.43012,-131.00058,152.4,153.6,35.0617,16.1819,230.26,0.2382854415479545,0.0332037090681575,0.1191427207739772,0.4521563911340284,1.0239819873800198,2304.910181249676,2077.043698417512,,
2022.0,3.0,15.0,20.0,3.0,28.0,SO289_29-2,40831,19.0,-31.43012,-131.00058,152.0,153.1,35.0625,16.2004,231.32,0.2177771392500547,0.0292973729932809,0.097657909977603,0.3496153177198187,1.0239825941691167,,,,
2022.0,3.0,15.0,20.0,5.0,3.0,SO289_29-2,40832,20.0,-31.43012,-131.00052,102.3,103.0,35.1652,17.5964,245.3,0.1357341689778685,,,,1.024060492996896,,,,
2022.0,3.0,15.0,20.0,6.0,48.0,SO289_29-2,40833,21.0,-31.43006,-131.00048,63.0,63.4,35.3821,20.8067,239.59,0.0986111422795115,,,0.017574262980507,1.0242250283818564,,,,
2022.0,3.0,15.0,20.0,8.0,22.0,SO289_29-2,40834,22.0,-31.43004,-131.00046,32.9,33.2,35.4926,24.1344,213.2,0.0859115873417028,,,,1.0243088589434477,,,,
2022.0,3.0,15.0,20.0,9.0,13.0,SO289_29-2,40835,23.0,-31.43002,-131.00042,17.6,17.8,35.4935,24.1548,214.53,0.0810301931370917,,,,1.0243095417479209,,,,
2022.0,3.0,15.0,20.0,10.0,21.0,SO289_29-2,40836,24.0,-31.42998,-131.00038,7.7,7.8,35.4944,24.153,213.71,0.0839589393316377,,,,1.0243102245527436,2336.6118660138777,2051.043245830823,,
2022.0,2.0,24.0,0.0,51.0,2.0,SO289_3-1,40039,1.0,-32.96732,-71.8639,823.1,830.6,34.3908,4.9031,125.57,2.6087639235893936,0.0048853256996056,39.81442738664577,37.01611282591168,1.0234732149800476,,,,
2022.0,2.0,24.0,0.0,51.0,4.0,SO289_3-1,40040,2.0,-32.96732,-71.8639,823.0,830.5,34.3903,4.9084,125.26,2.5843382523448533,0.0087935895164853,39.90140096380307,37.07475046700396,1.023472835879787,,,,
2022.0,2.0,24.0,0.0,51.0,6.0,SO289_3-1,40041,3.0,-32.96732,-71.8639,823.2,830.7,34.3906,4.9001,125.54,2.5804294168539665,0.0068394569927973,40.00007568973288,36.86955851760107,1.0234730633399307,2296.690690053275,2244.7857707816584,,
2022.0,2.0,24.0,0.0,55.0,34.0,SO289_3-1,40042,4.0,-32.96736,-71.8639,599.1,604.2,34.3891,6.3901,123.42,2.430941129599436,0.0058623982225066,23.342115589280755,34.83632437087551,1.0234719260395937,2278.7535037853368,2228.382109491787,,
2022.0,2.0,24.0,0.0,58.0,6.0,SO289_3-1,40043,5.0,-32.9674,-71.86388,499.4,503.5,34.4289,7.04,89.64,2.545182851162717,0.007816300502611,23.80258910557624,35.37462199969187,1.0235021027310305,,,,
2022.0,2.0,24.0,1.0,0.0,54.0,SO289_3-1,40044,6.0,-32.9674,-71.86386,399.2,402.4,34.5938,9.0316,12.74,2.8379474233581923,0.0097691821802347,27.864638332683555,35.35857798314163,1.0236271384346023,,,,
2022.0,2.0,24.0,1.0,3.0,23.0,SO289_3-1,40045,7.0,-32.96738,-71.86384,299.2,301.5,34.65,9.9255,7.01,2.8348986441645274,0.0205144285070486,27.83710260651701,30.5284002511322,1.0236697548159603,,,,
2022.0,2.0,24.0,1.0,3.0,27.0,SO289_3-1,40046,8.0,-32.96738,-71.86384,299.0,301.3,34.6501,9.9255,7.16,2.8300140467839463,0.019537549511798,27.684707658217825,30.62999324712138,1.0236698306470164,,,,
2022.0,2.0,24.0,1.0,3.0,29.0,SO289_3-1,40047,9.0,-32.96738,-71.86384,298.7,301.1,34.649,9.9222,7.37,2.8124325439450395,0.018560687160457,27.62807127747607,30.634902597470116,1.0236689965056318,2283.881812631666,2293.1141135534717,,
2022.0,2.0,24.0,1.0,3.0,30.0,SO289_3-1,40048,10.0,-32.96738,-71.86384,298.7,301.0,34.6494,9.9233,7.23,2.8222004904128566,0.0205144376250155,27.77654854427109,30.58409586495179,1.0236692998297123,,,,
2022.0,2.0,24.0,1.0,6.0,3.0,SO289_3-1,40049,11.0,-32.96738,-71.86384,199.8,201.3,34.7203,10.9678,4.15,2.7986084300310994,0.0126987468029334,28.11404859501748,25.16500885670547,1.0237230650978075,,,,
2022.0,2.0,24.0,1.0,8.0,36.0,SO289_3-1,40050,12.0,-32.96734,-71.86388,101.7,102.5,34.6902,11.6347,5.75,2.8006245286406832,0.0302823021931849,25.633480382302118,23.467807351260472,1.0237002392432566,2287.607696687264,2291.915826822298,,
2022.0,2.0,24.0,1.0,10.0,52.0,SO289_3-1,40051,13.0,-32.9673,-71.86392,51.8,52.2,34.4254,11.6313,92.5,2.544212410282996,0.038104563748478,17.6531604566026,24.95653517506089,1.023499448974999,,,,
2022.0,2.0,24.0,1.0,12.0,17.0,SO289_3-1,40052,14.0,-32.96726,-71.86394,32.0,32.3,34.3424,12.5153,138.57,2.133009679057312,0.3468705616423937,9.267795146980577,22.32283056699191,1.0234365185650642,,,,
2022.0,2.0,24.0,1.0,13.0,45.0,SO289_3-1,40053,15.0,-32.96724,-71.86398,17.3,17.5,34.3241,14.7522,285.73,0.8080727985625737,0.4299299049184189,1.1256346601500422,7.12999662770387,1.023422643938881,,,,
2022.0,2.0,24.0,1.0,14.0,53.0,SO289_3-1,40054,16.0,-32.96726,-71.86398,7.3,7.3,34.2821,15.6139,316.19,0.2892345716716175,0.1895659017036952,,1.2272926419579444,1.0233908010694643,,,,
2022.0,2.0,24.0,1.0,14.0,54.0,SO289_3-1,40055,17.0,-32.96726,-71.86399,7.2,7.3,34.2824,15.6364,317.3,0.229628747421007,0.169045843846103,,1.136418013832473,1.0233910285158905,,,,
2022.0,2.0,24.0,1.0,14.0,56.0,SO289_3-1,40056,18.0,-32.96726,-71.864,7.2,7.2,34.2842,15.6591,318.22,0.2003141721231163,0.117257076364751,,0.4924797207319544,1.0233923931952436,2285.0283075599,2026.0449362836707,,
2022.0,2.0,24.0,1.0,14.0,57.0,SO289_3-1,40057,19.0,-32.96726,-71.864,7.3,7.3,34.2798,15.6158,316.95,0.2315834806968222,0.1387546593204588,,0.5794472744861418,1.0233890573147952,,,,
2022.0,3.0,16.0,14.0,6.0,3.0,SO289_30-2,40837,1.0,-31.42996,-134.00004,4141.2,4211.4,34.7097,1.4124,187.36,2.318027906281007,,116.27259236604644,32.96815922333923,1.0237150267130255,2384.1153984741086,2284.616971949643,,
2022.0,3.0,16.0,14.0,15.0,10.0,SO289_30-2,40838,2.0,-31.43,-134.00002,3690.6,3749.2,34.6979,1.5261,178.14,2.3981492850840755,,121.24866953665608,33.79876385495275,1.0237060783786576,,,,
2022.0,3.0,16.0,14.0,25.0,8.0,SO289_30-2,40839,3.0,-31.43002,-133.9999,3192.6,3239.6,34.6876,1.6083,171.09,2.452871201886905,,122.18541728523137,34.19073872450957,1.0236982675928434,,,,
2022.0,3.0,16.0,14.0,32.0,58.0,SO289_30-2,40840,4.0,-31.43002,-133.99992,2793.0,2831.4,34.6775,1.6983,164.18,2.48610271387358,,123.32827804579152,34.74194224711743,1.0236906085165938,,,,
2022.0,3.0,16.0,14.0,37.0,19.0,SO289_30-2,40841,5.0,-31.43003,-133.9999,2594.9,2629.4,34.6705,1.7732,160.18,2.500768546076947,,122.33154072526172,34.98243062639123,1.0236853002713793,,,,
2022.0,3.0,16.0,14.0,43.0,12.0,SO289_30-2,40842,6.0,-31.42998,-133.99992,2295.7,2324.6,34.6564,1.9208,156.01,2.530100854049233,,118.70764308199024,35.3315396483601,1.0236746080121284,2392.4500638347768,2308.960212872632,,
2022.0,3.0,16.0,14.0,47.0,23.0,SO289_30-2,40843,7.0,-31.43,-133.99996,2145.8,2171.9,34.6482,2.0018,155.78,2.530116222852303,,115.42018994689008,35.36399126775144,1.0236683898576753,,,,
2022.0,3.0,16.0,14.0,50.0,43.0,SO289_30-2,40844,8.0,-31.43,-134.0,1996.6,2020.2,34.6386,2.0854,155.42,2.526226672554511,,111.58868777232377,35.22943251830369,1.023661110103412,,,,
2022.0,3.0,16.0,14.0,54.0,53.0,SO289_30-2,40845,9.0,-31.42996,-134.00004,1796.0,1816.3,34.6155,2.2659,157.45,2.507708753967879,,102.15469591056528,34.91938037030846,1.0236435933552115,,,,
2022.0,3.0,16.0,15.0,0.0,47.0,SO289_30-2,40846,10.0,-31.43002,-133.99986,1497.3,1513.2,34.5418,2.6825,164.73,2.468767434386065,,80.26376181513886,34.84801518977085,1.0235877081019649,,,,
2022.0,3.0,16.0,15.0,4.0,30.0,SO289_30-2,40847,11.0,-31.43006,-133.99994,1348.4,1362.3,34.4868,2.965,170.66,2.445420127431493,,67.89045115265162,34.44691284577689,1.0235460041906932,2337.981384122595,2249.953878821521,,
2022.0,3.0,16.0,15.0,11.0,32.0,SO289_30-2,40848,12.0,-31.42998,-133.99992,998.7,1008.1,34.3317,4.397,198.33,2.238554242222442,,31.550814701598707,31.30751482979016,1.0234284060615346,,,,
2022.0,3.0,16.0,15.0,15.0,18.0,SO289_30-2,40849,13.0,-31.42996,-133.9999,849.4,857.1,34.2984,5.2983,219.16,1.978692348268405,,17.47307485023981,28.010466595289923,1.023403159046994,,,,
2022.0,3.0,16.0,15.0,20.0,2.0,SO289_30-2,40850,14.0,-31.42998,-133.9999,599.8,604.9,34.3394,6.6149,244.16,1.6190585860024458,,7.591108119887147,22.9501798841433,1.0234342440264832,,,,
2022.0,3.0,16.0,15.0,25.0,53.0,SO289_30-2,40851,15.0,-31.43006,-133.99998,400.9,404.1,34.4427,8.7413,226.16,1.351229135549702,,4.040986048180454,18.39938328320462,1.023512566162491,2285.1936378629034,2146.1471818778086,,
2022.0,3.0,16.0,15.0,27.0,36.0,SO289_30-2,40852,16.0,-31.43006,-133.9999,350.0,352.8,34.5429,10.0434,217.63,1.1645304249360433,,2.904487376958772,15.435889860729434,1.023588542193275,,,,
2022.0,3.0,16.0,15.0,31.0,11.0,SO289_30-2,40853,17.0,-31.42999,-133.9999,202.1,203.6,35.0138,14.8718,213.43,0.4551022772502054,,0.5879218259755872,4.3224950195480885,1.0239456563822098,,,,
2022.0,3.0,16.0,15.0,33.0,6.0,SO289_30-2,40854,18.0,-31.43002,-133.99992,151.0,152.1,35.0846,16.1159,229.9,0.2207032636235692,,0.2382813996643844,0.4716799837618758,1.023999356826299,,,,
2022.0,3.0,16.0,15.0,34.0,46.0,SO289_30-2,40855,19.0,-31.43004,-133.99992,102.1,102.8,35.1972,17.5022,242.64,0.1230366900859115,,0.1777196634574277,,1.024084766194696,2304.5717349705315,2060.33503202819,,
2022.0,3.0,16.0,15.0,37.0,5.0,SO289_30-2,40856,20.0,-31.43012,-133.99996,62.2,62.7,35.2252,19.7645,242.37,0.0898344502391593,,0.1874805918034629,,1.0241060056033684,,,,
2022.0,3.0,16.0,15.0,38.0,48.0,SO289_30-2,40857,21.0,-31.43009,-133.99995,31.5,31.8,35.4923,24.2028,213.95,0.0673625095881475,,0.2001349922546411,,1.0243086313420338,,,,
2022.0,3.0,16.0,15.0,39.0,54.0,SO289_30-2,40858,22.0,-31.4301,-133.99998,17.4,17.5,35.4934,24.2019,214.44,0.0615048499486727,,0.204039899036073,,1.0243094658807397,,,,
2022.0,3.0,16.0,15.0,40.0,59.0,SO289_30-2,40859,23.0,-31.43008,-133.99998,8.3,8.3,35.4938,24.2068,214.06,0.0595522973863066,,0.1796331593291873,,1.0243097693494896,2321.705639009865,2046.1881190728147,,
2022.0,3.0,16.0,15.0,41.0,1.0,SO289_30-2,40860,24.0,-31.4301,-133.99999,8.3,8.4,35.4937,24.2063,214.17,0.0575997673119938,,0.2714022934361745,,1.0243096934822955,,,,
2022.0,3.0,17.0,18.0,42.0,20.0,SO289_31-2,40861,1.0,-31.4299,-137.99994,599.5,604.5,34.3701,6.9369,243.74,1.5115429505269389,,6.552299305904107,21.830901191741045,1.0234575203176994,,,,
2022.0,3.0,17.0,18.0,42.0,22.0,SO289_31-2,40862,2.0,-31.4299,-137.99994,599.0,604.1,34.3712,6.9501,244.36,1.537922860605232,,6.575743870313349,21.8582416229985,1.023458354329014,,,,
2022.0,3.0,17.0,18.0,42.0,24.0,SO289_31-2,40863,3.0,-31.42988,-137.99994,599.1,604.2,34.3711,6.9505,244.04,1.5408542127346985,,6.594308866040887,21.79473308133176,1.023458278509782,2286.102545150186,2148.4724527467083,,
2022.0,3.0,17.0,18.0,47.0,13.0,SO289_31-2,40864,4.0,-31.42998,-138.00002,400.7,403.9,34.4717,8.6979,227.5,1.3043037909612971,,3.840612885594652,17.973990144056167,1.023534554795765,,,,
2022.0,3.0,17.0,18.0,49.0,55.0,SO289_31-2,40865,5.0,-31.42997,-138.0,300.7,303.0,34.7232,11.4829,212.17,0.9260297006153984,,1.987838017671241,12.035455634264055,1.0237252642868808,,,,
2022.0,3.0,17.0,18.0,51.0,48.0,SO289_31-2,40866,6.0,-31.42996,-137.9999,250.6,252.5,34.9137,13.5001,210.76,0.6338696975912802,,0.9903603595648044,7.487280588189143,1.0238697361085651,,,,
2022.0,3.0,17.0,18.0,51.0,50.0,SO289_31-2,40867,7.0,-31.42996,-137.9999,250.7,252.6,34.9139,13.5028,211.05,0.6397297232871892,,0.996220332447226,7.507789897570418,1.0238698877931542,,,,
2022.0,3.0,17.0,18.0,51.0,52.0,SO289_31-2,40868,8.0,-31.42996,-137.9999,250.8,252.7,34.9138,13.5031,210.53,0.6358230239834886,,0.9962204062414106,7.513650573740364,1.0238698119508576,2293.971952611568,2111.499675634079,,
2022.0,3.0,17.0,18.0,53.0,41.0,SO289_31-2,40869,9.0,-31.42998,-137.9999,202.0,203.5,35.133,15.4606,213.38,0.3867051290161015,0.00488264051788,0.5283017040346236,3.5477266002916585,1.0240360685350811,,,,
2022.0,3.0,17.0,18.0,55.0,27.0,SO289_31-2,40870,10.0,-31.43,-137.99992,151.2,152.3,35.241,16.6428,219.18,0.2197012473279001,0.033199299596216,0.2821940465678361,1.0047670377795963,1.0241179908468685,,,,
2022.0,3.0,17.0,18.0,57.0,13.0,SO289_31-2,40871,11.0,-31.43002,-137.99992,100.7,101.4,35.1762,17.5818,247.26,0.1074146542115095,,0.1396390504749624,,1.024068836859072,,,,
2022.0,3.0,17.0,18.0,57.0,15.0,SO289_31-2,40872,12.0,-31.43002,-137.99992,100.7,101.4,35.1765,17.5768,247.82,0.0986261605873575,,0.1454979992823392,,1.0240690644196768,,,,
2022.0,3.0,17.0,18.0,57.0,17.0,SO289_31-2,40873,13.0,-31.43002,-137.99992,101.2,101.9,35.1797,17.6184,248.25,0.1025319041174427,,0.1454976544142759,,1.024071491735199,,,,
2022.0,3.0,17.0,18.0,59.0,4.0,SO289_31-2,40874,14.0,-31.43004,-137.99998,61.3,61.8,35.3455,20.603,237.44,0.0644407111616017,,0.1640309011386227,,1.024197263039011,,,,
2022.0,3.0,17.0,19.0,0.0,52.0,SO289_31-2,40875,15.0,-31.43006,-138.0,21.0,21.2,35.3292,23.4524,214.78,0.0556540133751942,,0.1523162471321107,,1.024184897785029,,,,
2022.0,3.0,17.0,19.0,1.0,57.0,SO289_31-2,40876,16.0,-31.43008,-138.00002,6.6,6.7,35.3311,23.456,215.45,0.0507720109255558,,0.1435285693472445,,1.0241863391277657,2314.488265220707,2045.590650358491,,
2022.0,3.0,17.0,19.0,1.0,59.0,SO289_31-2,40877,17.0,-31.43008,-138.00002,6.0,6.0,35.3312,23.4549,215.25,0.0507720071649375,,0.1601270995201875,,1.0241864149879525,,,,
2022.0,3.0,17.0,19.0,2.0,0.0,SO289_31-2,40878,18.0,-31.43008,-138.00002,6.4,6.4,35.3312,23.4569,215.79,0.0566303156839687,,0.148410482482125,,1.0241864149879525,,,,
2022.0,3.0,17.0,19.0,2.0,2.0,SO289_31-2,40879,19.0,-31.43008,-138.00001,7.2,7.2,35.3312,23.4592,215.05,0.0517483919181094,,0.1454813282226094,,1.0241864149879525,,,,
2022.0,3.0,17.0,19.0,2.0,4.0,SO289_31-2,40880,20.0,-31.43008,-138.0,7.2,7.3,35.3312,23.4601,215.22,0.0517483919181094,,0.1620798690265313,,1.0241864149879525,,,,
2022.0,3.0,18.0,1.0,14.0,20.0,SO289_31-4,40881,1.0,-31.42998,-137.99994,4320.8,4395.9,34.714,1.3601,191.35,2.27015579211333,,117.30570945064784,33.14193016988858,1.0237182875614652,,,,
2022.0,3.0,18.0,1.0,14.0,21.0,SO289_31-4,40882,2.0,-31.42998,-137.99994,4319.6,4394.6,34.7138,1.3602,191.88,2.311183046429068,,119.05718549527523,32.767808661227,1.0237181358939216,,,,
2022.0,3.0,18.0,1.0,14.0,23.0,SO289_31-4,40883,3.0,-31.42998,-137.99994,4318.9,4393.9,34.7138,1.3601,191.62,2.306298889526217,,118.8715875329669,32.93582365868507,1.0237181358939216,,,,
2022.0,3.0,18.0,1.0,14.0,25.0,SO289_31-4,40884,4.0,-31.42998,-137.99994,4319.4,4394.5,34.714,1.3599,191.13,2.323881510085031,,119.25058044122342,32.874278411265934,1.0237182875614652,,,,
2022.0,3.0,18.0,6.0,18.0,1.0,SO289_31-4,40885,5.0,-31.4301,-137.9999,3293.0,3342.2,34.6906,1.5787,169.52,2.407930735096766,,122.02396580338646,34.46613392552503,1.0237005425743446,,,,
2022.0,3.0,18.0,6.0,18.0,3.0,SO289_31-4,40886,6.0,-31.43009,-137.9999,3294.5,3343.8,34.6907,1.5784,169.75,2.420629581972662,,122.2808678134608,34.504228448118795,1.0237006184071271,,,,
2022.0,3.0,18.0,6.0,18.0,5.0,SO289_31-4,40887,7.0,-31.43008,-137.9999,3294.6,3343.8,34.6906,1.5787,169.28,2.43039824296988,,122.06303973012233,34.70155433410853,1.0237005425743446,,,,
2022.0,3.0,18.0,6.0,33.0,37.0,SO289_31-4,40888,8.0,-31.43002,-138.00006,2597.3,2631.8,34.6718,1.7599,157.83,2.4900206583249425,,122.81496949676152,35.08887487133462,1.023686286086772,,,,
2022.0,3.0,18.0,6.0,33.0,39.0,SO289_31-4,40889,9.0,-31.43002,-138.00006,2596.6,2631.0,34.6717,1.7605,157.79,2.4919745664690174,,122.1311753031056,35.18949424065598,1.0236862102547934,,,,
2022.0,3.0,18.0,6.0,33.0,44.0,SO289_31-4,40890,10.0,-31.43002,-138.00006,2595.5,2629.9,34.6716,1.7607,158.18,2.4978359225718183,,122.27087560443756,35.02245345954041,1.0236861344228187,,,,
2022.0,3.0,18.0,6.0,39.0,35.0,SO289_31-4,40891,11.0,-31.43012,-138.00002,2298.0,2326.9,34.6574,1.9172,154.72,2.515445896918227,,118.0247214834032,35.68123372071268,1.0236753663256026,,,,
2022.0,3.0,18.0,6.0,43.0,12.0,SO289_31-4,40892,12.0,-31.43006,-138.00002,2147.6,2173.8,34.6488,2.0055,154.32,2.516438800473143,,114.6444971839779,35.40988883522922,1.0236688448436173,,,,
2022.0,3.0,18.0,6.0,43.0,14.0,SO289_31-4,40893,13.0,-31.43006,-138.00002,2147.8,2174.0,34.6487,2.0054,153.43,2.509600837464192,,114.34948837298889,35.47924983100895,1.0236687690126165,,,,
2022.0,3.0,18.0,6.0,43.0,17.0,SO289_31-4,40894,14.0,-31.43006,-138.00002,2147.8,2174.0,34.6487,2.0055,154.11,2.505693323509401,,113.96655200541942,35.27117471291636,1.0236687690126165,,,,
2022.0,3.0,18.0,6.0,52.0,28.0,SO289_31-4,40895,15.0,-31.43016,-137.99998,1797.3,1817.7,34.6106,2.3061,155.61,2.4920873595757578,,101.1586225339356,35.44703639443605,1.0236398777104954,2373.8275546675964,2287.6717850183973,,
2022.0,3.0,18.0,6.0,52.0,30.0,SO289_31-4,40896,16.0,-31.43015,-137.99998,1796.6,1817.0,34.6106,2.3062,155.74,2.4979487959369706,,100.49628022511853,35.3776760641617,1.0236398777104954,,,,
2022.0,3.0,18.0,6.0,52.0,33.0,SO289_31-4,40897,17.0,-31.43014,-137.99996,1796.4,1816.8,34.6105,2.3062,155.55,2.5008796993781903,,100.4601421427954,35.524214604761134,1.0236398018811177,,,,
2022.0,3.0,18.0,7.0,1.0,33.0,SO289_31-4,40898,18.0,-31.42998,-137.99996,1348.9,1362.7,34.4774,3.0346,168.73,2.434690129146424,,66.16456056422716,34.9385849552188,1.0235388767414393,,,,
2022.0,3.0,18.0,7.0,1.0,35.0,SO289_31-4,40899,19.0,-31.42998,-137.99998,1347.7,1361.5,34.4769,3.0368,169.15,2.433714028134077,,65.52074021226639,34.56635982151089,1.023538497622847,,,,
2022.0,3.0,18.0,7.0,1.0,38.0,SO289_31-4,40900,20.0,-31.42998,-137.99996,1348.5,1362.4,34.4765,3.0383,169.15,2.442507777290368,,66.12063953747209,33.98407621010726,1.0235381943280493,,,,
2022.0,3.0,18.0,7.0,11.0,10.0,SO289_31-4,40901,21.0,-31.43,-137.9999,849.4,857.1,34.3066,5.5321,222.75,1.892693232494228,,16.020959339171583,26.947183255408262,1.0234093759860832,,,,
2022.0,3.0,18.0,7.0,11.0,12.0,SO289_31-4,40902,22.0,-31.43,-137.9999,850.5,858.2,34.3065,5.5335,222.99,1.8917162465488635,,15.776678985939023,26.9305741069903,1.0234093001695816,,,,
2022.0,3.0,18.0,7.0,11.0,15.0,SO289_31-4,40903,23.0,-31.43001,-137.9999,851.3,859.0,34.3063,5.533,223.37,1.888785147918664,,15.720985124088658,27.559847437685413,1.0234091485365917,,,,
2022.0,3.0,18.0,7.0,25.0,16.0,SO289_31-4,40904,24.0,-31.4301,-137.99998,102.1,102.9,35.1632,17.4034,248.09,0.1474524451698619,,0.2392440335537495,0.1689355828767292,1.0240589759366236,,,,
2022.0,3.0,18.0,21.0,1.0,45.0,SO289_32-2,40905,1.0,-31.42994,-140.99976,4488.4,4568.1,34.7161,1.3234,194.99,2.3033644709867733,,118.15927614058612,33.071546874354624,1.0237198800717024,2373.603532065743,2274.8426719859067,,
2022.0,3.0,18.0,21.0,10.0,58.0,SO289_32-2,40906,2.0,-31.42998,-140.99984,3992.0,4058.2,34.71,1.3569,189.23,2.3463555809224,,119.72176784072866,33.25436429697804,1.0237152542138244,,,,
2022.0,3.0,18.0,21.0,20.0,25.0,SO289_32-2,40907,3.0,-31.43002,-140.99982,3493.4,3547.2,34.6971,1.4978,176.93,2.418664419028895,,122.31447761077708,34.349723598841706,1.023705471714065,,,,
2022.0,3.0,18.0,21.0,29.0,57.0,SO289_32-2,40908,4.0,-31.42994,-140.9999,2992.4,3034.9,34.6832,1.6485,166.01,2.508559847601472,,124.01448533198972,35.10713877061888,1.0236949309602326,,,,
2022.0,3.0,18.0,21.0,38.0,8.0,SO289_32-2,40909,5.0,-31.42994,-140.99986,2594.9,2629.3,34.6706,1.7814,158.58,2.513467575158894,,123.15405000694012,35.69749148815836,1.0236853761033071,,,,
2022.0,3.0,18.0,21.0,43.0,47.0,SO289_32-2,40910,6.0,-31.42988,-140.9999,2294.9,2323.7,34.6583,1.9147,154.98,2.544750366127161,,119.7507748107732,35.68804803290733,1.0236760488080927,2390.4528165668053,2310.0907709830963,,
2022.0,3.0,18.0,21.0,47.0,29.0,SO289_32-2,40911,7.0,-31.42997,-140.99982,2144.2,2170.4,34.6502,1.999,155.0,2.5222974551272466,,116.1487694886597,35.78301928013596,1.023669906478077,,,,
2022.0,3.0,18.0,21.0,50.0,47.0,SO289_32-2,40912,8.0,-31.42994,-140.99978,1996.6,2020.2,34.6378,2.1146,155.05,2.5135286467590827,,111.04658196334708,35.598716446384664,1.0236605034589914,,,,
2022.0,3.0,18.0,21.0,55.0,57.0,SO289_32-2,40913,9.0,-31.42996,-140.99978,1795.8,1816.2,34.6117,2.3108,157.29,2.4979467604594743,,101.33145233561984,34.746566435675625,1.0236407118339317,,,,
2022.0,3.0,18.0,22.0,1.0,50.0,SO289_32-2,40914,10.0,-31.43004,-140.9998,1496.8,1512.7,34.5348,2.7343,164.96,2.4668263144795555,,78.68247830318987,35.18133956860328,1.0235824002601974,,,,
2022.0,3.0,18.0,22.0,5.0,33.0,SO289_32-2,40915,11.0,-31.42996,-140.99998,1349.3,1363.1,34.4652,3.111,172.0,2.429827076958936,,63.55946943770149,34.817751323516525,1.023529626278023,2322.667033128537,2243.459677894671,,
2022.0,3.0,18.0,22.0,12.0,0.0,SO289_32-2,40916,12.0,-31.4299,-140.99988,998.6,1008.0,34.3253,4.6486,205.06,2.126196912348809,,28.40466187590987,30.05891342582096,1.0234235537460985,,,,
2022.0,3.0,18.0,22.0,15.0,30.0,SO289_32-2,40917,13.0,-31.42988,-140.99986,848.7,856.4,34.3132,5.6885,225.61,1.860438975085393,,14.98708665959021,27.147361368065905,1.0234143798845148,,,,
