bottle,salinity,total_phosphate,total_silicate,alkalinity
AE-EXP9-I2,35.1856,0.01270867421021071,0.11535565821575876,2309.7516058712686
AE-EXP7-I2,35.4881,0.08496482465987118,0.178719113939729,2328.9066804281565
AE-EXP7-I1,35.4881,0.08496482465987118,0.178719113939729,2330.3889908198225
AE-EXP9-I3,35.1856,0.01270867421021071,0.11535565821575876,2309.957425642839
AE-EXP7-I3,35.4881,0.08496482465987118,0.178719113939729,2328.8203090684683
AE-EXP12-I3,34.9827,0.0009775555710258082,0.08015955682411628,2293.0051085376344
AE-EXP12-I1,34.9827,0.0009775555710258082,0.08015955682411628,2294.737769220757
AE-EXP5-I1,35.5856,0.11525165240094148,0.5821185155166196,2338.204361160208
AE-EXP5-I2,35.5856,0.11525165240094148,0.5821185155166196,2337.5263517590733
AE-EXP5-I3,35.5856,0.11525165240094148,0.5821185155166196,2337.058302824574
AE-EXP10-I3,35.078,0.00586456304112465,0.08112645540222432,2303.8874171151974
AE-EXP10-I1,35.078,0.00586456304112465,0.08112645540222432,2303.8053429129427
AE-EXP10-I2,35.078,0.00586456304112465,0.08112645540222432,2302.790538607728
AE-EXP12-I2,34.9827,0.0009775555710258082,0.08015955682411628,2293.466324701076
AE-EXP10-C2,35.078,0.00586456304112465,0.08112645540222432,2294.136050496111
AE-EXP10-C1,35.078,0.00586456304112465,0.08112645540222432,2292.9247894147625
AE-EXP11-I2,35.0224,0.0019553550538998787,0.08505794484464473,2296.81475423151
AE-EXP10-NaOH2,35.078,0.00586456304112465,0.08112645540222432,2424.450243088722
AE-EXP11-I1,35.0224,0.0019553550538998787,0.08505794484464473,2297.813404141751
AE-EXP11-I3,35.0224,0.0019553550538998787,0.08505794484464473,2300.434367726895
AE-EXP10-NaOH3,35.078,0.00586456304112465,0.08112645540222432,2376.2873126244863
AE-EXP10-NaOH1,35.078,0.00586456304112465,0.08112645540222432,2718.729226426719
AE-EXP10-C3,35.078,0.00586456304112465,0.08112645540222432,2294.2406148500936
AE-EXP3-C3,35.0624,0.16890594572666254,0.0078106795711751454,2314.959493273668
AE-EXP3-NaOH2,35.0624,0.16890594572666254,0.0078106795711751454,2786.6094829987646
AE-EXP3-NaOH1,35.0624,0.16890594572666254,0.0078106795711751454,2796.0789555131714
AE-EXP3-C1,35.0624,0.16890594572666254,0.0078106795711751454,2315.346570395436
AE-EXP3-NaOH3,35.0624,0.16890594572666254,0.0078106795711751454,2790.737004962922
