bottle,salinity,total_phosphate,total_silicate,total_ammonium,alkalinity,dic_corrected
SO289-41214,35.6628,0.0712585833751383,0.1786345309267168,0.0,2337.945759763264,2063.0160369506125
SO289-40184,34.5022,2.83227809567534,76.19404498227806,0.0,2345.3629655386594,2292.8414874832874
SO289-40190,34.3002,2.180955768933364,19.39702193955923,0.0,2289.8130126499013,2202.0051730606842
SO289-40194,34.4017,2.466092499787454,19.332054754672967,0.0,2284.848554169789,2244.619811729259
SO289-40836,35.0,0.0,0.0,0.0,2336.6118660138777,2051.043245830823
SO289-40895,34.6106,2.4920873595757578,101.1586225339356,0.0,2373.8275546675964,2287.6717850183973
SO289-41259,34.6272,2.48033398609902,107.52770468054558,0.0,2384.992182456765,2296.7600590142747
SO289-41174,35.3468,0.6024224318523924,1.6393310584767695,0.0,2299.3374383166583,2130.1795821151277
SO289-40185,34.3785,2.5824066955695564,43.61560820413524,0.0,2315.052093221435,2244.4149506274834
SO289-41211,35.5405,0.437352564435445,1.2046720190029891,0.0,2351.9237329152684,2120.8862657920454
SO289-40453,35.2468,0.170878013819346,0.0,0.0,2328.6585800361195,2065.771629029229
SO289-40863,34.3711,1.5408542127346985,6.594308866040887,0.0,2286.102545150186,2148.4724527467083
SO289-41310,35.3151,0.0205043243309112,0.1376718919361184,0.0,2335.168998362681,2019.9386224323234
SO289-40851,34.4427,1.351229135549702,4.040986048180454,0.0,2285.1936378629034,2146.1471818778086
SO289-40842,34.6564,2.530100854049233,118.70764308199024,0.0,2392.4500638347768,2308.960212872632
SO289-40823,34.4906,2.451275200938148,68.81058735642675,0.0,2340.7173224655166,2253.801099816645
SO289-41169,34.6428,1.2523636960603066,5.197016273822802,0.0,2253.0067658246,2175.0546243762947
SO289-41192,35.0327,0.0234384157585819,0.0849642571248594,0.0,2289.0532023812816,1995.606242049291
SO289-40847,34.4868,2.445420127431493,67.89045115265162,0.0,2337.981384122595,2249.953878821521
SO289-40086,34.4288,2.717141663507705,50.00185505693414,0.0,2320.4975546990736,2266.6247597522806
SO289-41172,35.0092,0.904347949954074,2.9161803224221,0.0,2309.623135286421,2137.209235637304
SO289-40764,35.4643,0.0663876181130656,0.0,0.0,2333.039645902988,2038.8541502174146
SO289-41295,34.6483,2.4842027328537872,114.50386910291932,0.0,2381.554129958291,2310.351220844557
SO289-40070,34.3744,0.4201431145904058,0.0,0.0,2292.620880297682,2036.5541999929467
SO289-40410,34.6987,2.4069394446664614,120.47786910247297,0.0,2389.8482997377687,2303.2998975900146
SO289-41167,35.6767,0.2459860019630353,0.494900408711345,0.0,2342.737710696347,2085.4025148717014
SO289-41095,35.1086,0.0419914673769293,0.088865663518618,0.0,2308.0476613213223,1991.6169341189288
SO289-41150,34.7239,2.220321116085472,115.1929555369535,0.0,2363.381113132737,2269.1428825446756
SO289-41292,34.6761,2.4675449776092493,120.71335531199831,0.0,2393.489714480007,2311.858385798477
SO289-41146,34.7227,2.2769789363239448,120.47181991284089,0.0,2363.314373381525,2273.3407823179023
SO289-40098,34.4051,2.498329096366011,19.20010366550195,0.0,2283.353740523745,2245.0121590500353
SO289-41226,35.5819,0.4812683100876885,1.2104923012347542,0.0,2325.941918528926,2115.2374613333754
SO289-40231,34.3089,2.1789874635211905,11.211525630691543,0.0,2271.285973868239,2214.5524144822093
SO289-41276,34.6025,2.4588873076371955,99.95078947408994,0.0,2380.2140987666976,2290.2679393688486
SO289-40290,34.7006,2.3981444886010057,127.32047026467067,0.0,2395.522820516331,2305.2160374780747
SO289-41225,35.4081,0.6199690047689578,1.828664481783083,0.0,2324.113979175881,2115.7499479041785
SO289-41152,34.7299,2.226172166056743,106.04061949566558,0.0,2356.7664285877768,2270.594599332933
SO289-40924,35.3563,0.097636660116534,0.2177297520598709,0.0,2317.303803300071,2070.5485414508016
SO289-41074,34.7201,2.23107246114872,120.47400559474336,0.0,2363.4734934080675,2266.3300839054637
SO289-41091,35.5895,0.3094547576712537,0.4675988294149227,0.0,2340.518242430338,2089.7456951528925
SO289-40910,34.6583,2.544750366127161,119.7507748107732,0.0,2390.4528165668053,2310.0907709830963
SO289-41271,34.6731,2.4763422087761326,119.29424478727468,0.0,2393.6002276938743,2313.9752392289533
SO289-41253,34.6516,2.4744278961709054,117.51334534934033,0.0,2388.31179962982,2301.6609401679707
SO289-40756,34.3993,1.4304143576514128,3.8740388853059096,0.0,2276.9510065907307,2142.5543100909063
SO289-41155,34.6598,2.529117611196494,120.72458159308472,0.0,2392.2591362806893,2321.8336256193884
SO289-41221,34.3583,1.927795934972896,20.495411825641888,0.0,2300.055959050846,2186.9284561868153
SO289-41232,35.7114,0.212791945520317,0.3562800922702556,0.0,2341.358624905118,2074.262238475737
SO289-40740,35.4355,0.0761521275405983,0.0,0.0,2319.9070702788963,2037.7764034926468
SO289-41274,34.6409,2.48421635067378,111.44978010197389,0.0,2395.906732681166,2299.548919236284
SO289-41073,34.7212,2.2017658623965675,120.01968332523472,0.0,2352.898863531018,2273.467551163785
SO289-41061,34.6724,2.5330014504901803,131.4552534481346,0.0,2409.5943776430177,2326.700488779194
SO289-40751,34.4732,2.4825709738231585,64.6142586988566,0.0,2324.50940953608,2249.138557142448
SO289-40253,34.1798,1.9065520859223168,7.4766940078891055,0.0,2258.3955832419174,2188.4119776080265
SO289-41166,35.5771,0.4090307075628481,0.8561334857580376,0.0,2323.6107573941545,2109.2153908607797
SO289-40928,35.1963,0.0576124567799826,0.1933434990243484,0.0,2304.5252267335527,2038.4209536803496
SO289-40727,34.4852,2.514789799743048,67.40203321463603,0.0,2324.600437476606,2253.91130098574
SO289-41275,34.6236,2.4832712906383057,106.206250265781,0.0,2392.7336941757617,2297.2680216103277
SO289-40922,35.149,0.2070215044509452,0.2529177813811077,0.0,2305.5287654114354,2083.1526929026613
SO289-41022,35.0445,0.0292977636183164,0.1894588713984463,0.0,2295.347025372707,1983.2222942503056
SO289-41265,34.6954,2.470440233714472,124.53109225568288,0.0,2395.833753606835,2317.7395539743125
SO289-40915,34.4652,2.429827076958936,63.55946943770149,0.0,2322.667033128537,2243.459677894671
SO289-40339,34.6837,2.4440866098139287,118.14941301773976,0.0,2386.7311964874634,2298.310410757726
SO289-40868,34.9138,0.6358230239834886,0.9962204062414106,0.0,2293.971952611568,2111.499675634079
SO289-41070,34.5583,2.451152268375842,88.1877497465201,0.0,2354.8747909745043,2270.325067426762
SO289-41270,34.6845,2.487066675035465,122.14467006274924,0.0,2396.5834982038537,2321.7740556997164
SO289-40770,34.335,1.6210180745582636,7.563773909075055,0.0,2275.725448493652,2152.146835263351
SO289-40930,34.7155,2.277967910830414,120.69029557754295,0.0,2374.6863402459007,2278.8019655274197
SO289-40746,34.6601,2.5300939193834084,119.18207665654572,0.0,2390.3964958130823,2297.7999322850783
SO289-40736,35.1053,0.1396463840182678,0.0,0.0,2305.1030117069845,2055.7926338087627
SO289-41090,35.4303,0.4783934129790569,0.9636210175721004,0.0,2315.167440203222,2112.166409592551
SO289-40785,35.3864,0.084942000538015,0.1113033110498128,0.0,2320.1680530353,2062.540824995663
SO289-40818,34.656,2.552569687484065,119.05056075162476,0.0,2391.015012595772,2303.4189253545314
SO289-40804,34.6392,2.5252486643674468,111.48997275316364,0.0,2372.02468690605,2309.2077748563856
SO289-40344,34.5327,2.7540571083500884,84.40857754676811,0.0,2353.557492794039,2291.5382394598837
SO289-40732,34.4181,1.3561389872416012,3.2496529334045863,0.0,2276.149848053549,2166.492421742085
SO289-40765,34.3206,2.137929706920657,28.530808735089696,0.0,2294.361896837331,2198.006549947724
SO289-40876,35.3311,0.0507720109255558,0.1435285693472445,0.0,2314.488265220707,2045.590650358491
SO289-41023,34.9315,0.0263701944205484,0.1855680348112669,0.0,2286.532515026952,1974.882064891218
